id;"Comp. Word";Frequency;"Grammatical Feature";Pronunciation;"English Translation";Position;Kanji;KanjiID
19405;初声;16;"general noun";hatukoe;"first sound of the year for an animal";R;声;1110
19444;嘆声;16;"general noun";tansei;sigh;R;声;1110
20174;鼻声;13;"general noun";hanagoe;"nasal voice";R;声;1110
20631;人声;11;"general noun";hitogoe;"human voice";R;声;1110
21098;悪声;9;"general noun";akusei;"bad voice";R;声;1110
21447;嬌声;9;"general noun";kyoosei;"coquettish voice";R;声;1110
22228;蛮声;7;"general noun";bansei;"rough voice";R;声;1110
22464;呼声;6;"general noun";yobigoe;call;R;声;1110
23679;四声;4;"general noun";sisei;"four tones";R;声;1110
26522;形声;1;"general noun";keisei;"kanji in which one element suggests the meaning, the other the pronunciation";R;声;1110
26930;鐘声;1;"general noun";syoosei;"sound of a bell";R;声;1110
27188;濁声;1;"general noun";dakusei;"thick voice";R;声;1110
66;制度;77296;"general noun";seido;system;L;制;1111
684;制限;17101;"light-verb -suru attached";seigen;restriction;L;制;1111
848;制裁;14085;"light-verb -suru attached";seisai;restraint;L;制;1111
1019;制作;11513;"light-verb -suru attached";seisaku;work;L;制;1111
1401;制定;7856;"light-verb -suru attached";seitei;enactment;L;制;1111
1685;制覇;6140;"light-verb -suru attached";seiha;conquest;L;制;1111
2048;制球;4630;"general noun";seikyuu;control;L;制;1111
2502;制御;3529;"light-verb -suru attached";seigyo;control;L;制;1111
2751;制約;3023;"light-verb -suru attached";seiyaku;limitation;L;制;1111
3402;制服;2208;"general noun";seihuku;uniform;L;制;1111
3478;制圧;2117;"light-verb -suru attached";seiatu;"gaining total control";L;制;1111
6247;制止;697;"light-verb -suru attached";seisi;control;L;制;1111
9023;制憲;291;"general noun";seiken;"establishment of a constitution";L;制;1111
11020;制動;166;"light-verb -suru attached";seidoo;braking;L;制;1111
15155;制帽;54;"general noun";seiboo;"regulation cap";L;制;1111
22115;制式;7;"general noun";seisiki;"defined style";L;制;1111
25543;制札;2;"general noun";seisatu;"roadside prohibition-edict boards";L;制;1111
25544;制勝;2;"general noun";seisyoo;victory;L;制;1111
27016;制欲;1;"light-verb -suru attached";seiyoku;"control of passions";L;制;1111
27017;制令;1;"general noun";seirei;regulations;L;制;1111
334;規制;30846;"light-verb -suru attached";kisei;regulation;R;制;1111
348;体制;29699;"general noun";taisei;order;R;制;1111
782;先制;15110;"light-verb -suru attached";sensei;preempt;R;制;1111
861;強制;13667;"light-verb -suru attached";kyoosei;obligation;R;制;1111
957;税制;12241;"general noun";zeisei;"tax system";R;制;1111
1227;抑制;9186;"light-verb -suru attached";yokusei;control;R;制;1111
1652;法制;6281;"general noun";hoosei;legislation;R;制;1111
3103;管制;2518;"light-verb -suru attached";kansei;control;R;制;1111
3138;統制;2469;"light-verb -suru attached";toosei;regulation;R;制;1111
5127;自制;1063;"light-verb -suru attached";zisei;"self control";R;制;1111
6690;旧制;598;"general noun";kyuusei;"old system";R;制;1111
8566;王制;335;"general noun";oosei;"monarchical system";R;制;1111
9621;専制;243;"general noun";sensei;despotism;R;制;1111
10182;禁制;208;"light-verb -suru attached";kinsei;prohibition;R;制;1111
10337;市制;200;"general noun";sisei;"municipal organization";R;制;1111
13424;節制;87;"light-verb -suru attached";sessei;moderation;R;制;1111
14062;圧制;72;"general noun";assei;oppression;R;制;1111
14304;新制;68;"general noun";sinsei;"new system";R;制;1111
14453;学制;65;"general noun";gakusei;"educational or school system";R;制;1111
15503;牽制;49;"light-verb -suru attached";kensei;check;R;制;1111
15914;職制;44;"general noun";syokusei;"office organization";R;制;1111
17755;町制;26;"general noun";tyoosei;"town organization";R;制;1111
18028;時制;24;"general noun";zisei;tense;R;制;1111
18951;軍制;18;"general noun";gunsei;"military system";R;制;1111
20008;官制;13;"general noun";kansei;"government-regulated organization or facility, etc. ";R;制;1111
21957;擬制;7;"general noun";gisei;"legal fiction";R;制;1111
22246;兵制;7;"general noun";heisei;"military system";R;制;1111
22252;編制;7;"light-verb -suru attached";hensei;organization;R;制;1111
25022;遺制;2;"general noun";isei;"institutions bequeathed from the past";R;制;1111
26593;古制;1;"general noun";kosei;"ancient establishment";R;制;1111
26739;産制;1;"general noun";sansei;"birth control";R;制;1111
27542;幣制;1;"general noun";heisei;"monetary system";R;制;1111
1731;性格;5989;"general noun";seikaku;character;L;性;1114
2555;性能;3411;"general noun";seinoo;ability;L;性;1114
2630;性別;3249;"general noun";seibetu;"distinction by sex";L;性;1114
3067;性的;2564;"adjectival noun, na-adjective";seiteki;gender;L;性;1114
4181;性質;1534;"general noun";seisitu;nature;L;性;1114
6838;性急;571;"adjectival noun, na-adjective";seikyuu;impatience;L;性;1114
8376;性差;355;"general noun";seisa;"sex difference";L;性;1114
9310;性愛;266;"general noun";seiai;"sexual love";L;性;1114
9619;性器;243;"general noun";seiki;genital;L;性;1114
10513;性交;190;"light-verb -suru attached";seikoo;"sexual intercourse";L;性;1114
10674;性欲;181;"general noun";seiyoku;"sexual desire";L;性;1114
12837;性癖;102;"general noun";seiheki;disposition;L;性;1114
12879;性向;101;"general noun";seikoo;inclination;L;性;1114
13708;性分;80;"general noun";syoobun;nature;L;性;1114
14588;性根;63;"general noun";syookon;perseverance;L;性;1114
15234;性病;53;"general noun";seibyoo;"venereal disease";L;性;1114
17371;性情;29;"general noun";seizyoo;nature;L;性;1114
17888;性徴;25;"general noun";seityoo;"sexual characteristics";L;性;1114
18359;性腺;22;"general noun";seisen;gonad;L;性;1114
18643;性悪;20;"adjectival noun, na-adjective";syoowaru;ill-natured;L;性;1114
20111;性状;13;"general noun";seizyoo;characteristics;L;性;1114
21675;性善;8;"general noun";seizen;"intrinsic goodness";L;性;1114
22117;性悪;7;"general noun";seiaku;ill-natured;L;性;1114
22596;性行;6;"general noun";seikoo;"character and conduct";L;性;1114
23130;性感;5;"general noun";seikan;"sexual feelings";L;性;1114
23773;性慾;4;"general noun";seiyoku;"sexual desire";L;性;1114
33;女性;114178;"general noun";zyosei;woman;R;性;1114
88;男性;68928;"general noun";dansei;man;R;性;1114
1289;活性;8736;"general noun";kassei;activity;R;性;1114
1770;個性;5834;"general noun";kosei;individuality;R;性;1114
2510;急性;3509;"general noun";kyuusei;acute;R;性;1114
3182;感性;2416;"general noun";kansei;sensitivity;R;性;1114
3582;慢性;2029;"general noun";mansei;chronicity;R;性;1114
3697;陽性;1916;"general noun";yoosei;positivity;R;性;1114
3862;相性;1763;"general noun";aisyoo;affinity;R;性;1114
3873;特性;1759;"general noun";tokusei;"special characteristic";R;性;1114
4730;毒性;1222;"general noun";dokusei;toxicity;R;性;1114
5311;適性;986;"general noun";tekisei;aptitude;R;性;1114
5625;耐性;873;"general noun";taisei;resistance;R;性;1114
5803;根性;814;"general noun";konzyoo;will-power;R;性;1114
5974;同性;768;"general noun";doosei;"same sex";R;性;1114
6295;知性;686;"general noun";tisei;intelligence;R;性;1114
6661;理性;604;"general noun";risei;reason;R;性;1114
6678;中性;601;"general noun";tyuusei;neutrality;R;性;1114
6989;悪性;543;"general noun";akusei;malignancy;R;性;1114
7097;陰性;528;"general noun";insei;negative;R;性;1114
7174;酸性;517;"general noun";sansei;acidity;R;性;1114
7261;異性;504;"general noun";isei;"the opposite sex";R;性;1114
7436;気性;476;"general noun";kisyoo;disposition;R;性;1114
7761;母性;429;"general noun";bosei;motherhood;R;性;1114
8141;脳性;380;"general noun";noosei;cerebral;R;性;1114
8449;習性;348;"general noun";syuusei;habit;R;性;1114
8977;野性;296;"general noun";yasei;wildness;R;性;1114
9624;天性;243;"general noun";tensei;nature;R;性;1114
9675;変性;240;"general noun";hensei;denature;R;性;1114
9850;本性;229;"general noun";honsyoo;"true character";R;性;1114
10713;良性;180;"general noun";ryoosei;benign;R;性;1114
10997;素性;167;"general noun";suzyoo;birth;R;性;1114
11083;惰性;163;"general noun";dasei;inertia;R;性;1114
11756;品性;136;"general noun";hinsei;character;R;性;1114
11910;悪性;130;"adjectival noun, na-adjective";akusyoo;"evil nature";R;性;1114
12044;属性;126;"general noun";zokusei;attribute;R;性;1114
12733;魔性;105;"general noun";masyoo;devilishness;R;性;1114
12948;水性;99;"general noun";suisei;aqueous;R;性;1114
13136;天性;94;"possible to use as an adverb";tensei;nature;R;性;1114
13155;両性;94;"general noun";ryoosei;"both sexes";R;性;1114
13438;油性;87;"general noun";yusei;oil-based;R;性;1114
13464;心性;86;"general noun";sinsei;mind;R;性;1114
13516;物性;85;"general noun";bussei;"physical properties";R;性;1114
13721;父性;80;"general noun";husei;paternity;R;性;1114
14636;磁性;62;"general noun";zisei;magnetism;R;性;1114
14713;弾性;61;"general noun";dansei;elasticity;R;性;1114
15055;敵性;56;"general noun";tekisei;"inimical character";R;性;1114
15128;乾性;54;"general noun";kansei;dry;R;性;1114
15621;粘性;48;"general noun";nensei;viscosity;R;性;1114
16149;剛性;41;"general noun";goosei;hardness;R;性;1114
16314;慣性;39;"general noun";kansei;inertia;R;性;1114
17355;湿性;29;"general noun";sissei;wet;R;性;1114
18420;有性;22;"general noun";yuusei;sexual;R;性;1114
18524;熱性;21;"general noun";nessei;"excitable disposition";R;性;1114
19411;真性;16;"general noun";sinsei;"inborn nature";R;性;1114
19914;徳性;14;"general noun";tokusei;"moral character or consciousness";R;性;1114
20052;硬性;13;"general noun";koosei;hardness;R;性;1114
20181;仏性;13;"general noun";hotokesyoo;mercifulness;R;性;1114
20214;劣性;13;"general noun";ressei;recessiveness;R;性;1114
20227;矮性;13;"general noun";waisei;dwarfism;R;性;1114
20627;神性;11;"general noun";sinsei;divinity;R;性;1114
20803;仮性;10;"general noun";kasei;FALSE;R;性;1114
20892;脂性;10;"general noun";aburasyoo;"fatty constitution";R;性;1114
21263;人性;9;"general noun";zinsei;"human nature";R;性;1114
21824;優性;8;"adjectival noun, na-adjective";yuusei;dominance;R;性;1114
22075;獣性;7;"general noun";zyuusei;brutality;R;性;1114
22625;塑性;6;"general noun";sosei;plasticity;R;性;1114
23014;向性;5;"general noun";koosei;tropism;R;性;1114
23246;軟性;5;"general noun";nansei;softness;R;性;1114
23596;見性;4;"general noun";kensyoo;self-awareness;R;性;1114
23621;悟性;4;"general noun";gosei;wisdom;R;性;1114
24400;資性;3;"general noun";sisei;"one's nature or disposition";R;性;1114
25047;延性;2;"general noun";ensei;ductility;R;性;1114
25050;塩性;2;"general noun";ensei;saline;R;性;1114
25081;苛性;2;"general noun";kasei;caustic;R;性;1114
25204;極性;2;"general noun";kyokusei;polarity;R;性;1114
26062;冷性;2;"general noun";hiesyoo;"sensitivity to cold";R;性;1114
26507;屈性;1;"general noun";kussei;tropism;R;性;1114
26673;合性;1;"general noun";aisyoo;affinity;R;性;1114
27700;優性;1;"general noun";yuusei;dominance;R;性;1114
1422;青年;7715;"general noun";seinen;youth;L;青;1115
2453;青春;3655;"general noun";seisyun;youth;L;青;1115
4559;青空;1309;"general noun";aozora;"blue sky";L;青;1115
4689;青木;1247;"general noun";aoki;"Japanese laurel";L;青;1115
5639;青色;865;"general noun";aoiro;blue;L;青;1115
6905;青葉;558;"general noun";aoba;"fresh leaves";L;青;1115
7482;青梅;469;"general noun";aoume;"unripe plum";L;青;1115
8750;青果;317;"general noun";seika;"and vegetables";L;青;1115
9813;青山;231;"general noun";aoyama;"lush mountain";L;青;1115
10699;青毛;180;"general noun";aoge;black;L;青;1115
10783;青雲;176;"general noun";seiun;"blue sky";L;青;1115
11823;青磁;133;"general noun";seizi;"celadon porcelain";L;青;1115
11888;青銅;131;"general noun";seidoo;bronze;L;青;1115
12483;青柳;112;"general noun";aoyagi;"green willow";L;青;1115
12748;青酸;104;"general noun";seisan;acid;L;青;1115
13262;青菜;91;"general noun";aona;greens;L;青;1115
14470;青田;65;"general noun";aota;"green paddy";L;青;1115
14838;青書;59;"general noun";seisyo;"Blue Book";L;青;1115
15046;青史;56;"general noun";seisi;history;L;青;1115
15679;青竹;47;"general noun";aodake;"green bamboo";L;青;1115
15680;青嵐;47;"general noun";seiran;"wind blowing through fresh verdure";L;青;1115
16090;青鞜;42;"general noun";seitoo;bluestocking;L;青;1115
16535;青物;37;"general noun";aomono;vegetables;L;青;1115
16737;青地;35;"general noun";aozi;"blue cloth or ground";L;青;1115
17244;青虫;30;"general noun";aomusi;cabbageworm;L;青;1115
17245;青豆;30;"general noun";aomame;"large green soybean";L;青;1115
17737;青桐;26;"general noun";aogiri;"Chinese parasol-tree";L;青;1115
18044;青草;24;"general noun";aokusa;"green grass";L;青;1115
18647;青筋;20;"general noun";aosuzi;vein;L;青;1115
18648;青天;20;"general noun";seiten;"blue sky";L;青;1115
19216;青畳;17;"general noun";aodatami;"new mat";L;青;1115
19422;青蛙;16;"general noun";aogaeru;frog;L;青;1115
19423;青票;16;"general noun";seihyoo;"blue ballot";L;青;1115
20640;青眼;11;"general noun";seigan;"aiming at the eye";L;青;1115
23784;青玉;4;"general noun";seigyoku;sapphire;L;青;1115
25557;青楼;2;"general noun";seiroo;"officially sanctioned brothel";L;青;1115
27045;青蠅;1;"general noun";kinbae;"greenbottle fly";L;青;1115
13742;群青;79;"general noun";gunzyoo;ultramarine;R;青;1115
14513;刺青;64;"general noun";sisei;tattoo;R;青;1115
17671;緑青;27;"general noun";rokusyoo;verdigris;R;青;1115
19802;紺青;14;"general noun";konzyoo;"Prussian blue";R;青;1115
21307;丹青;9;"general noun";tansei;"red and blue";R;青;1115
25518;真青;2;"adjectival noun, na-adjective";massao;"deep blue";R;青;1115
26111;瀝青;2;"general noun";rekisei;asphalt;R;青;1115
6;政府;181556;"general noun";seihu;government;L;政;1117
39;政治;104674;"general noun";seizi;politics;L;政;1117
40;政権;101593;"general noun";seiken;administration;L;政;1117
61;政策;80580;"general noun";seisaku;"political measures";L;政;1117
425;政党;25507;"general noun";seitoo;"political party";L;政;1117
1281;政界;8768;"general noun";seikai;"political world";L;政;1117
1347;政調;8187;"general noun";seityoo;"party policy research";L;政;1117
2046;政務;4636;"general noun";seimu;"government affairs";L;政;1117
2281;政局;4005;"general noun";seikyoku;"political situation";L;政;1117
3833;政令;1786;"general noun";seirei;"government ordinance";L;政;1117
5538;政経;902;"general noun";seikei;"politics and economics";L;政;1117
5816;政教;809;"general noun";seikyoo;"religion and politics";L;政;1117
6198;政審;708;"general noun";seisin;"policy deliberation";L;政;1117
6397;政情;661;"general noun";seizyoo;"political situation";L;政;1117
6577;政変;620;"general noun";seihen;"political disturbance";L;政;1117
6882;政争;563;"general noun";seisoo;"political strife";L;政;1117
8733;政敵;319;"general noun";seiteki;"political opponent";L;政;1117
9989;政労;220;"general noun";seiroo;government-labour;L;政;1117
10164;政見;209;"general noun";seiken;"political views";L;政;1117
11573;政商;143;"general noun";seisyoo;"businessman with political ties";L;政;1117
12647;政体;107;"general noun";seitai;"form of government";L;政;1117
13009;政略;97;"general noun";seiryaku;politics;L;政;1117
13422;政談;87;"light-verb -suru attached";seidan;"talking politics";L;政;1117
14777;政庁;60;"general noun";seityoo;"government office";L;政;1117
16267;政道;40;"general noun";seidoo;politics;L;政;1117
16844;政論;34;"general noun";seiron;"political argument";L;政;1117
19418;政綱;16;"general noun";seikoo;"political principle, policy or platform";L;政;1117
20112;政所;13;"general noun";mandokoro;"official in charge of the administration of domains and general affairs of powerful noble families";L;政;1117
20935;政事;10;"general noun";seizi;"political affairs";L;政;1117
22119;政客;7;"general noun";seikaku;politician;L;政;1117
203;財政;41934;"general noun";zaisei;"financial affairs";R;政;1117
284;行政;34746;"general noun";gyoosei;administration;R;政;1117
474;郵政;23704;"general noun";yuusei;"postal system";R;政;1117
2341;国政;3871;"general noun";kokusei;"national politics";R;政;1117
2886;内政;2824;"general noun";naisei;municipal;R;政;1117
3440;軍政;2170;"general noun";gunsei;"military government";R;政;1117
4239;農政;1495;"general noun";noosei;"agricultural administration";R;政;1117
4568;施政;1306;"general noun";sisei;government;R;政;1117
4988;県政;1115;"general noun";kensei;"prefectural government";R;政;1117
6079;民政;740;"general noun";minsei;democracy;R;政;1117
6914;参政;556;"light-verb -suru attached";sansei;"participation in government";R;政;1117
6930;都政;554;"general noun";tosei;"the metropolitan government";R;政;1117
6962;失政;547;"general noun";sissei;misgovernment;R;政;1117
7314;圧政;495;"general noun";assei;"despotic administration";R;政;1117
7439;市政;476;"general noun";sisei;"municipal government";R;政;1117
7607;法政;451;"general noun";hoosei;"law and politics";R;政;1117
8086;家政;385;"general noun";kasei;"household economy";R;政;1117
9600;憲政;244;"general noun";kensei;"constitutional government";R;政;1117
10120;帝政;212;"general noun";teisei;"imperial government";R;政;1117
10287;院政;202;"general noun";insei;"government by cloistered emperors";R;政;1117
10407;王政;196;"general noun";oosei;monarchy;R;政;1117
10748;大政;178;"general noun";taisei;"sovereign power";R;政;1117
11628;外政;140;"general noun";gaisee;"foreign policy";R;政;1117
11644;労政;140;"general noun";roosei;"labor administration";R;政;1117
12326;執政;117;"general noun";sissei;administration;R;政;1117
13178;摂政;93;"general noun";sessyoo;regent;R;政;1117
13526;悪政;84;"general noun";akusei;misgovernment;R;政;1117
13600;善政;83;"general noun";zensei;"good government";R;政;1117
13997;文政;74;"general noun";bunsei;"educational policies or administration";R;政;1117
14389;林政;67;"general noun";rinsei;"forest management";R;政;1117
14706;新政;61;"general noun";sinsei;"new government";R;政;1117
17518;徳政;28;"general noun";tokusei;"benevolent rule";R;政;1117
18350;親政;22;"general noun";sinsei;"direct Imperial rule";R;政;1117
18802;祭政;19;"general noun";saisei;"church and state";R;政;1117
18890;暴政;19;"general noun";boosei;tyranny;R;政;1117
18892;幕政;19;"general noun";bakusei;"the shogunate";R;政;1117
20929;神政;10;"general noun";sinsei;theocracy;R;政;1117
20932;仁政;10;"general noun";zinsei;"benevolent rule";R;政;1117
21478;為政;8;"general noun";isei;governing;R;政;1117
22890;苛政;5;"general noun";kasei;tyranny;R;政;1117
8377;晴天;355;"general noun";seiten;"fine weather";L;晴;1126
16442;晴朗;38;"adjectival noun, na-adjective";seiroo;clear;L;晴;1126
17039;晴嵐;32;"general noun";seiran;"mountain vapor";L;晴;1126
18043;晴雨;24;"general noun";seiu;weather;L;晴;1126
23775;晴々;4;"light-verb -suru attached";harebare;bright;L;晴;1126
24535;晴着;3;"general noun";haregi;"Sunday best";L;晴;1126
25545;晴間;2;"general noun";harema;break;L;晴;1126
9326;快晴;265;"general noun";kaisei;"clear weather";R;晴;1126
21645;秋晴;8;"general noun";akibare;"clear autumnal weather";R;晴;1126
384;精神;27838;"general noun";seisin;mind;L;精;1130
3234;精度;2362;"general noun";seido;precision;L;精;1130
3390;精密;2214;"adjectival noun, na-adjective";seimitu;precise;L;精;1130
4098;精力;1584;"general noun";seiryoku;energy;L;精;1130
4292;精査;1449;"light-verb -suru attached";seisa;"close investigation";L;精;1130
4417;精子;1383;"general noun";seisi;sperm;L;精;1130
5272;精彩;1000;"general noun";seisai;brilliance;L;精;1130
5582;精製;888;"light-verb -suru attached";seisei;refining;L;精;1130
6360;精通;669;"light-verb -suru attached";seituu;acquaintance;L;精;1130
6617;精鋭;612;"adjectival noun, na-adjective";seiei;elite;L;精;1130
6667;精算;602;"light-verb -suru attached";seisan;"exact calculation";L;精;1130
6922;精進;555;"light-verb -suru attached";syoozin;concentration;L;精;1130
8368;精巧;356;"adjectival noun, na-adjective";seikoo;elaborate;L;精;1130
9125;精米;282;"light-verb -suru attached";seimai;"rice polishing";L;精;1130
9571;精霊;246;"general noun";seirei;spirit;L;精;1130
10586;精細;186;"adjectival noun, na-adjective";seisai;detail;L;精;1130
10727;精巣;179;"general noun";seisoo;testicle;L;精;1130
11035;精錬;165;"light-verb -suru attached";seiren;refining;L;精;1130
11369;精肉;151;"general noun";seiniku;meat;L;精;1130
11545;精緻;144;"general noun";seiti;delicate;L;精;1130
11686;精油;138;"light-verb -suru attached";seiyu;"essential oil";L;精;1130
11748;精液;136;"general noun";seieki;semen;L;精;1130
12042;精華;126;"general noun";seika;flower;L;精;1130
12482;精緻;112;"adjectival noun, na-adjective";seiti;delicate;L;精;1130
12909;精選;100;"light-verb -suru attached";seisen;"careful selection";L;精;1130
13893;精魂;76;"general noun";seikon;soul;L;精;1130
14031;精妙;73;"adjectival noun, na-adjective";seimyoo;exquisite;L;精;1130
14528;精気;64;"general noun";seiki;spirit;L;精;1130
14905;精読;58;"light-verb -suru attached";seidoku;"intensive reading";L;精;1130
15158;精機;54;"general noun";seiki;"precision machinery";L;精;1130
15758;精悍;46;"adjectival noun, na-adjective";seikan;fearless;L;精;1130
16626;精髄;36;"general noun";seizui;essence;L;精;1130
16735;精白;35;"light-verb -suru attached";seihaku;refining;L;精;1130
16736;精励;35;"light-verb -suru attached";seirei;diligence;L;精;1130
16845;精麦;34;"general noun";seibaku;"polished barley or wheat";L;精;1130
17494;精根;28;"general noun";seikon;energy;L;精;1130
17617;精舎;27;"general noun";syoozya;temple;L;精;1130
18495;精強;21;"adjectival noun, na-adjective";seikyoo;powerful;L;精;1130
18833;精糖;19;"general noun";seitoo;"refined sugar";L;精;1130
20114;精勤;13;"light-verb -suru attached";seikin;diligence;L;精;1130
22603;精確;6;"adjectival noun, na-adjective";seikaku;"detailed and accurate";L;精;1130
23137;精練;5;"light-verb -suru attached";seiren;scouring;L;精;1130
24547;精義;3;"general noun";seigi;"detailed exposition";L;精;1130
24548;精粋;3;"general noun";seisui;purity;L;精;1130
27035;精粗;1;"general noun";seiso;"fineness or coarseness";L;精;1130
27036;精兵;1;"general noun";seibyoo;"picked troops";L;精;1130
27037;精煉;1;"light-verb -suru attached";seiren;refining;L;精;1130
4337;受精;1422;"light-verb -suru attached";zyusei;fertilization;R;精;1130
7011;授精;540;"light-verb -suru attached";zyusei;fertilization;R;精;1130
7676;妖精;440;"general noun";yoosei;fairy;R;精;1130
11497;丹精;146;"light-verb -suru attached";tansei;"working earnestly";R;精;1130
16374;無精;39;"adjectival noun, na-adjective";busyoo;indolence;R;精;1130
18169;射精;23;"light-verb -suru attached";syasei;ejaculation;R;精;1130
20746;無精;11;"general noun";busyoo;indolence;R;精;1130
21230;酒精;9;"general noun";syusei;alcohol;R;精;1130
21369;不精;9;"adjectival noun, na-adjective";busyoo;indolence;R;精;1130
24021;夢精;4;"general noun";musei;"wet dream";R;精;1130
25858;不精;2;"general noun";busyoo;indolence;R;精;1130
25969;木精;2;"general noun";mokusei;"wood alcohol";R;精;1130
5548;静養;900;"light-verb -suru attached";seiyoo;rest;L;静;1133
5858;静脈;797;"general noun";zyoomyaku;vein;L;静;1133
5879;静観;793;"light-verb -suru attached";seikan;"watchful waiting";L;静;1133
7297;静止;498;"light-verb -suru attached";seisi;stillness;L;静;1133
8965;静寂;297;"general noun";sizima;silence;L;静;1133
9750;静寂;235;"adjectival noun, na-adjective";seizyaku;silence;L;静;1133
10530;静物;189;"general noun";seibutu;"still life";L;静;1133
13598;静謐;83;"general noun";seihitu;peacefulness;L;静;1133
15098;静穏;55;"adjectival noun, na-adjective";seion;serene;L;静;1133
15310;静粛;52;"adjectival noun, na-adjective";seisyuku;silent;L;静;1133
16629;静的;36;"adjectival noun, na-adjective";seiteki;static;L;静;1133
18045;静謐;24;"adjectival noun, na-adjective";seihitu;peacefulness;L;静;1133
20116;静心;13;"general noun";sizugokoro;"placid temperament";L;静;1133
20641;静態;11;"general noun";seitai;static;L;静;1133
22605;静聴;6;"light-verb -suru attached";seityoo;"listening quietly";L;静;1133
25558;静座;2;"light-verb -suru attached";seiza;"sitting calmly and quietly";L;静;1133
25559;静夜;2;"general noun";seiya;"quiet night";L;静;1133
1455;冷静;7525;"adjectival noun, na-adjective";reisei;calm;R;静;1133
4462;沈静;1361;"light-verb -suru attached";tinsei;stillness;R;静;1133
7080;鎮静;532;"light-verb -suru attached";tinsei;calm;R;静;1133
7411;平静;480;"adjectival noun, na-adjective";heisei;calm;R;静;1133
8279;安静;364;"adjectival noun, na-adjective";ansei;rest;R;静;1133
8677;動静;324;"general noun";doosei;state;R;静;1133
9481;閑静;252;"adjectival noun, na-adjective";kansei;quiet;R;静;1133
18206;沈静;23;"adjectival noun, na-adjective";tinsei;stillness;R;静;1133
18415;平静;22;"general noun";heisei;calm;R;静;1133
26368;閑静;1;"general noun";kansei;quiet;R;静;1133
2118;夕刊;4426;"general noun";yuukan;"evening paper";L;夕;1138
2326;夕食;3903;"general noun";yuusyoku;"evening meal";L;夕;1138
2575;夕方;3383;"possible to use as an adverb";yuugata;evening;L;夕;1138
5525;夕日;907;"general noun";yuuhi;"evening sun";L;夕;1138
8792;夕刻;313;"general noun";yuukoku;evening;L;夕;1138
10096;夕飯;214;"general noun";yuuhan;"evening meal";L;夕;1138
12401;夕闇;115;"general noun";yuuyami;dusk;L;夕;1138
12770;夕立;104;"general noun";yuudati;"evening shower";L;夕;1138
13057;夕陽;96;"general noun";yuuhi;"evening sun";L;夕;1138
13772;夕顔;79;"general noun";yuugao;"bottle gourd";L;夕;1138
14442;夕凪;66;"general noun";yuunagi;"evening calm";L;夕;1138
16474;夕暮;38;"possible to use as an adverb";yuugure;evening;L;夕;1138
16784;夕空;35;"general noun";yuuzora;"evening sky";L;夕;1138
17177;夕景;31;"general noun";yuukei;"evening scene";L;夕;1138
18421;夕餉;22;"general noun";yuuge;"evening meal";L;夕;1138
27709;夕菅;1;"general noun";yuusuge;"daily lily";L;夕;1138
7056;七夕;534;"general noun";tanabata;"Festival of the Weaver";R;夕;1138
9069;朝夕;287;"possible to use as an adverb";asayuu;"morning and evening";R;夕;1138
10561;今夕;187;"possible to use as an adverb";konyuu;"this evening";R;夕;1138
11932;朝夕;130;"general noun";tyooseki;"morning and evening";R;夕;1138
15784;毎夕;46;"possible to use as an adverb";maiyuu;"every evening";R;夕;1138
15938;日夕;44;"general noun";nisseki;"day and night";R;夕;1138
19112;一夕;17;"possible to use as an adverb";isseki;"one evening";R;夕;1138
20059;昨夕;13;"possible to use as an adverb";sakuyuu;"yesterday evening";R;夕;1138
22654;旦夕;6;"possible to use as an adverb";tanseki;"on the brink of";R;夕;1138
709;石油;16599;"general noun";sekiyu;oil;L;石;1140
2452;石綿;3656;"general noun";isiwata;asbestos;L;石;1140
2524;石器;3484;"general noun";sekki;"stone implement";L;石;1140
3453;石炭;2161;"general noun";sekitan;coal;L;石;1140
5633;石室;870;"general noun";isimuro;"stone hut";L;石;1140
6272;石垣;690;"general noun";isigaki;"stone wall";L;石;1140
7934;石橋;406;"general noun";isibasi;"stone bridge";L;石;1140
8369;石仏;356;"general noun";isibotoke;"stone Buddhist image";L;石;1140
8539;石碑;339;"general noun";sekihi;"stone monument";L;石;1140
8955;石材;298;"general noun";sekizai;stone;L;石;1140
9126;石段;282;"general noun";isidan;"stone steps";L;石;1140
9175;石窟;278;"general noun";sekkutu;cavern;L;石;1140
9413;石畳;258;"general noun";isidatami;"stone paving";L;石;1140
10745;石灰;178;"general noun";sekkai;lime;L;石;1140
11523;石山;145;"general noun";isiyama;"stony mountain";L;石;1140
12384;石像;115;"general noun";sekizoo;"stone statue";L;石;1140
12423;石鹸;114;"general noun";sekken;soap;L;石;1140
13129;石棺;94;"general noun";sekkan;sarcophagus;L;石;1140
13467;石神;86;"general noun";isigami;"stone which is worshipped";L;石;1140
13635;石塔;82;"general noun";sekitoo;"stone monument or pagoda";L;石;1140
13757;石造;79;"general noun";sekizoo;stone-built;L;石;1140
14372;石柱;67;"general noun";sekityuu;"stone pillar";L;石;1140
15529;石頭;49;"general noun";isiatama;"inflexible person";L;石;1140
15681;石板;47;"general noun";sekiban;slate;L;石;1140
15760;石英;46;"general noun";sekiei;quartz;L;石;1140
15834;石工;45;"general noun";sekkoo;mason;L;石;1140
16270;石版;40;"general noun";sekiban;lithograph;L;石;1140
16344;石臼;39;"general noun";isiusu;"stone mortar";L;石;1140
16630;石膏;36;"general noun";sekkoo;plaster;L;石;1140
